content,fake,processed_text,stemmer,sentiment_score,emotions,emotion_2
5g technology creates coronavirus in human cells,1,"['5g', 'technology', 'creates', 'coronavirus', 'human', 'cells']","['5g', 'technolog', 'creat', 'coronaviru', 'human', 'cell']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
us education secretary betsy devos said children are stoppers of coronavirus ,1,"['us', 'education', 'secretary', 'betsy', 'devos', 'said', 'children', 'stoppers', 'coronavirus']","['us', 'educ', 'secretari', 'betsi', 'devo', 'said', 'children', 'stopper', 'coronaviru']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
photo shows former president barack obama dr anthony fauci and melinda gates at the wuhan lab in 2015 ,1,"['photo', 'shows', 'former', 'president', 'barack', 'obama', 'dr', 'anthony', 'fauci', 'melinda', 'gates', 'wuhan', 'lab', '2015']","['photo', 'show', 'former', 'presid', 'barack', 'obama', 'dr', 'anthoni', 'fauci', 'melinda', 'gate', 'wuhan', 'lab', '2015']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a photo claims to show dr fauci melinda gates and barack obama at the wuhan lab in 2015 ,1,"['photo', 'claims', 'show', 'dr', 'fauci', 'melinda', 'gates', 'barack', 'obama', 'wuhan', 'lab', '2015']","['photo', 'claim', 'show', 'dr', 'fauci', 'melinda', 'gate', 'barack', 'obama', 'wuhan', 'lab', '2015']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the u s government has approved a second round of coronavirus stimulus payments to everyone who signs up and that the money will be forthcoming in 5 7 business days ,1,"['u', 'government', 'approved', 'second', 'round', 'coronavirus', 'stimulus', 'payments', 'everyone', 'signs', 'money', 'forthcoming', '5', '7', 'business', 'days']","['u', 'govern', 'approv', 'second', 'round', 'coronaviru', 'stimulu', 'payment', 'everyon', 'sign', 'money', 'forthcom', '5', '7', 'busi', 'day']",0.0,"{'fear': 0.1111111111111111, 'anger': 0.1111111111111111, 'anticip': 0.0, 'trust': 0.1111111111111111, 'surprise': 0.1111111111111111, 'positive': 0.2222222222222222, 'negative': 0.1111111111111111, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.1111111111111111, 'anticipation': 0.1111111111111111}",neutral
using nasopharyngeal swabs for covid 19 testing is unnecessary saliva samples from mouth swabs is an equivalent substitute,1,"['using', 'nasopharyngeal', 'swabs', 'covid', '19', 'testing', 'unnecessary', 'saliva', 'samples', 'mouth', 'swabs', 'equivalent', 'substitute']","['use', 'nasopharyng', 'swab', 'covid', '19', 'test', 'unnecessari', 'saliva', 'sampl', 'mouth', 'swab', 'equival', 'substitut']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.5, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.5}",neutral
a spike in covid 19 cases in the u s seen in june 2020 is due to increased testing ,1,"['spike', 'covid', '19', 'cases', 'u', 'seen', 'june', '2020', 'due', 'increased', 'testing']","['spike', 'covid', '19', 'case', 'u', 'seen', 'june', '2020', 'due', 'increas', 'test']",0.0,"{'fear': 1.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",realization
antibodies for the common cold produce a positive covid 19 test false positive results from covid 19 antibody testing are behind the covid 19 cases reported in the u s ,1,"['antibodies', 'common', 'cold', 'produce', 'positive', 'covid', '19', 'test', 'false', 'positive', 'results', 'covid', '19', 'antibody', 'testing', 'behind', 'covid', '19', 'cases', 'reported', 'u']","['antibodi', 'common', 'cold', 'produc', 'posit', 'covid', '19', 'test', 'fals', 'posit', 'result', 'covid', '19', 'antibodi', 'test', 'behind', 'covid', '19', 'case', 'report', 'u']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
gas sensors show that wearing a face mask leads to oxygen deficiency and carbon dioxide toxicity ,1,"['gas', 'sensors', 'show', 'wearing', 'face', 'mask', 'leads', 'oxygen', 'deficiency', 'carbon', 'dioxide', 'toxicity']","['ga', 'sensor', 'show', 'wear', 'face', 'mask', 'lead', 'oxygen', 'defici', 'carbon', 'dioxid', 'toxic']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
wisconsin is clearly seeing a decline in covid infections ,1,"['wisconsin', 'clearly', 'seeing', 'decline', 'covid', 'infections']","['wisconsin', 'clearli', 'see', 'declin', 'covid', 'infect']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
42 democratic senators plus two independents voted against sending direct payments to americans as part of the coronavirus economic stimulus package ,1,"['42', 'democratic', 'senators', 'plus', 'two', 'independents', 'voted', 'sending', 'direct', 'payments', 'americans', 'part', 'coronavirus', 'economic', 'stimulus', 'package']","['42', 'democrat', 'senat', 'plu', 'two', 'independ', 'vote', 'send', 'direct', 'payment', 'american', 'part', 'coronaviru', 'econom', 'stimulu', 'packag']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a photo taken by a journalist showing a beach in jacksonville florida isn t from after the government reopened the beach as news reports have claimed ,1,"['photo', 'taken', 'journalist', 'showing', 'beach', 'jacksonville', 'florida', 'government', 'reopened', 'beach', 'news', 'reports', 'claimed']","['photo', 'taken', 'journalist', 'show', 'beach', 'jacksonvil', 'florida', 'govern', 'reopen', 'beach', 'news', 'report', 'claim']",0.0,"{'fear': 0.2, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.2, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.4}",neutral
says a photo shows the same exact people at two different beaches in los angeles county and jacksonville florida ,1,"['says', 'photo', 'shows', 'exact', 'people', 'two', 'different', 'beaches', 'los', 'angeles', 'county', 'jacksonville', 'florida']","['say', 'photo', 'show', 'exact', 'peopl', 'two', 'differ', 'beach', 'lo', 'angel', 'counti', 'jacksonvil', 'florida']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the covid 19 virus cannot spread in areas sprayed with eucalyptus oil vapor ,1,"['covid', '19', 'virus', 'cannot', 'spread', 'areas', 'sprayed', 'eucalyptus', 'oil', 'vapor']","['covid', '19', 'viru', 'cannot', 'spread', 'area', 'spray', 'eucalyptu', 'oil', 'vapor']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 1.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
says wisconsin s in person election has caused a surge in new coronavirus cases,1,"['says', 'wisconsin', 'person', 'election', 'caused', 'surge', 'new', 'coronavirus', 'cases']","['say', 'wisconsin', 'person', 'elect', 'caus', 'surg', 'new', 'coronaviru', 'case']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 1.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
nobel laureate luc montagnier claimed that the coronavirus genome contained sequences of hiv the virus that causes aids ,1,"['nobel', 'laureate', 'luc', 'montagnier', 'claimed', 'coronavirus', 'genome', 'contained', 'sequences', 'hiv', 'virus', 'causes', 'aids']","['nobel', 'laureat', 'luc', 'montagni', 'claim', 'coronaviru', 'genom', 'contain', 'sequenc', 'hiv', 'viru', 'caus', 'aid']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.3333333333333333, 'negative': 0.3333333333333333, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 house of representatives speaker nancy pelosi posted and deleted a video on her twitter account in which she calls on people to visit chinatown in san francisco ,1,"['house', 'representatives', 'speaker', 'nancy', 'pelosi', 'posted', 'deleted', 'video', 'twitter', 'account', 'calls', 'people', 'visit', 'chinatown', 'san', 'francisco']","['hous', 'repres', 'speaker', 'nanci', 'pelosi', 'post', 'delet', 'video', 'twitter', 'account', 'call', 'peopl', 'visit', 'chinatown', 'san', 'francisco']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.4, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.2, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.2}",neutral
house speaker nancy pelosi delete a february 24 2020 video of herself from twitter in which she encouraged people to visit chinatown in san francisco ,1,"['house', 'speaker', 'nancy', 'pelosi', 'delete', 'february', '24', '2020', 'video', 'twitter', 'encouraged', 'people', 'visit', 'chinatown', 'san', 'francisco']","['hous', 'speaker', 'nanci', 'pelosi', 'delet', 'februari', '24', '2020', 'video', 'twitter', 'encourag', 'peopl', 'visit', 'chinatown', 'san', 'francisco']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the food and drug administration fda authorized bodysphere s two minute covid 19 testing kit ,1,"['food', 'drug', 'administration', 'fda', 'authorized', 'bodysphere', 'two', 'minute', 'covid', '19', 'testing', 'kit']","['food', 'drug', 'administr', 'fda', 'author', 'bodyspher', 'two', 'minut', 'covid', '19', 'test', 'kit']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.25}",neutral
economic stimulus payments to u s citizens will either reduce future tax refunds or will have to be paid back ,1,"['economic', 'stimulus', 'payments', 'u', 'citizens', 'either', 'reduce', 'future', 'tax', 'refunds', 'paid', 'back']","['econom', 'stimulu', 'payment', 'u', 'citizen', 'either', 'reduc', 'futur', 'tax', 'refund', 'paid', 'back']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.5, 'disgust': 0.0, 'joy': 0.0}",neutral
valley county montana mandated pink arm bands for residents who had submitted to quarantine protocol ,1,"['valley', 'county', 'montana', 'mandated', 'pink', 'arm', 'bands', 'residents', 'submitted', 'quarantine', 'protocol']","['valley', 'counti', 'montana', 'mandat', 'pink', 'arm', 'band', 'resid', 'submit', 'quarantin', 'protocol']",0.0,"{'fear': 0.5, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
trump s claims about how quickly who acted to announce human to human transmission,1,"['trump', 'claims', 'quickly', 'acted', 'announce', 'human', 'human', 'transmission']","['trump', 'claim', 'quickli', 'act', 'announc', 'human', 'human', 'transmiss']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 1.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
trump says that as president he has total authority to re open states amid the covid 19 pandemic ,1,"['trump', 'says', 'president', 'total', 'authority', 'open', 'states', 'amid', 'covid', '19', 'pandemic']","['trump', 'say', 'presid', 'total', 'author', 'open', 'state', 'amid', 'covid', '19', 'pandem']",0.0,"{'fear': 0.125, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.125, 'positive': 0.25, 'negative': 0.125, 'sadness': 0.125, 'disgust': 0.0, 'joy': 0.0}",neutral
trump claims it is the decision of the president not governors to open up the states ,1,"['trump', 'claims', 'decision', 'president', 'governors', 'open', 'states']","['trump', 'claim', 'decis', 'presid', 'governor', 'open', 'state']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.3333333333333333, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
covid 19 stimulus checks are an advance on 2020 tax refunds ,1,"['covid', '19', 'stimulus', 'checks', 'advance', '2020', 'tax', 'refunds']","['covid', '19', 'stimulu', 'check', 'advanc', '2020', 'tax', 'refund']",0.0,"{'fear': 0.14285714285714285, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.14285714285714285, 'positive': 0.14285714285714285, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.0, 'joy': 0.14285714285714285, 'anticipation': 0.14285714285714285}",neutral
calling 1 800 382 5277 or 1 800 746 6373 gives americans information on their coronavirus stimulus checks ,1,"['calling', '1', '800', '382', '5277', '1', '800', '746', '6373', 'gives', 'americans', 'information', 'coronavirus', 'stimulus', 'checks']","['call', '1', '800', '382', '5277', '1', '800', '746', '6373', 'give', 'american', 'inform', 'coronaviru', 'stimulu', 'check']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
15 major global pandemics all originated in china ,1,"['15', 'major', 'global', 'pandemics', 'originated', 'china']","['15', 'major', 'global', 'pandem', 'origin', 'china']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",approval
viral publication says a video shows a gay party in italy few weeks before covid 19 ,1,"['viral', 'publication', 'says', 'video', 'shows', 'gay', 'party', 'italy', 'weeks', 'covid', '19']","['viral', 'public', 'say', 'video', 'show', 'gay', 'parti', 'itali', 'week', 'covid', '19']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
viral video with dr shiva ayyadurai proves fauci white house and others are members of deep state ,1,"['viral', 'video', 'dr', 'shiva', 'ayyadurai', 'proves', 'fauci', 'white', 'house', 'others', 'members', 'deep', 'state']","['viral', 'video', 'dr', 'shiva', 'ayyadurai', 'prove', 'fauci', 'white', 'hous', 'other', 'member', 'deep', 'state']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.25, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.25}",neutral
 church services can t resume until we re all vaccinated says bill gates ,1,"['church', 'services', 'resume', 'vaccinated', 'says', 'bill', 'gates']","['church', 'servic', 'resum', 'vaccin', 'say', 'bill', 'gate']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.25, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.25, 'anticipation': 0.25}",neutral
bill gates is plotting to use covid 19 testing and a future vaccine to track people with microchips ,1,"['bill', 'gates', 'plotting', 'use', 'covid', '19', 'testing', 'future', 'vaccine', 'track', 'people', 'microchips']","['bill', 'gate', 'plot', 'use', 'covid', '19', 'test', 'futur', 'vaccin', 'track', 'peopl', 'microchip']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.5, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.5}",neutral
u s speaker of the house nancy pelosi said she won t pass new economic stimulus package unless senior citizens are excluded ,1,"['u', 'speaker', 'house', 'nancy', 'pelosi', 'said', 'pass', 'new', 'economic', 'stimulus', 'package', 'unless', 'senior', 'citizens', 'excluded']","['u', 'speaker', 'hous', 'nanci', 'pelosi', 'said', 'pass', 'new', 'econom', 'stimulu', 'packag', 'unless', 'senior', 'citizen', 'exclud']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.3333333333333333, 'sadness': 0.3333333333333333, 'disgust': 0.3333333333333333, 'joy': 0.0}",neutral
coronavirus will be exterminated if lockdowns are lifted ,1,"['coronavirus', 'exterminated', 'lockdowns', 'lifted']","['coronaviru', 'extermin', 'lockdown', 'lift']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",anger
michigan governor violated social distancing order while signing stay at home order ,1,"['michigan', 'governor', 'violated', 'social', 'distancing', 'order', 'signing', 'stay', 'home', 'order']","['michigan', 'governor', 'violat', 'social', 'distanc', 'order', 'sign', 'stay', 'home', 'order']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a video has been viewed tens of thousands of times on twitter facebook and youtube alongside a claim that it shows the us federal bureau of investigation fbi raiding a synagogue that was used to hoard face masks and other medical equipment ,1,"['video', 'viewed', 'tens', 'thousands', 'times', 'twitter', 'facebook', 'youtube', 'alongside', 'claim', 'shows', 'us', 'federal', 'bureau', 'investigation', 'fbi', 'raiding', 'synagogue', 'used', 'hoard', 'face', 'masks', 'medical', 'equipment']","['video', 'view', 'ten', 'thousand', 'time', 'twitter', 'facebook', 'youtub', 'alongsid', 'claim', 'show', 'us', 'feder', 'bureau', 'investig', 'fbi', 'raid', 'synagogu', 'use', 'hoard', 'face', 'mask', 'medic', 'equip']",0.0,"{'fear': 0.2, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.2, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.4}",approval
a photo shows south carolina after stay at home orders were announced ,1,"['photo', 'shows', 'south', 'carolina', 'stay', 'home', 'orders', 'announced']","['photo', 'show', 'south', 'carolina', 'stay', 'home', 'order', 'announc']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the obama administration left president donald trump with a stockpile with a cupboard that was bare ,1,"['obama', 'administration', 'left', 'president', 'donald', 'trump', 'stockpile', 'cupboard', 'bare']","['obama', 'administr', 'left', 'presid', 'donald', 'trump', 'stockpil', 'cupboard', 'bare']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.3333333333333333, 'positive': 0.3333333333333333, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 the north carolina and virginia state line is closed nothing in or out ,1,"['north', 'carolina', 'virginia', 'state', 'line', 'closed', 'nothing']","['north', 'carolina', 'virginia', 'state', 'line', 'close', 'noth']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
a poem about people staying home was written by kathleen o mara in 1869 ,1,"['poem', 'people', 'staying', 'home', 'written', 'kathleen', 'mara', '1869']","['poem', 'peopl', 'stay', 'home', 'written', 'kathleen', 'mara', '1869']",0.0,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
photo of a mannequin being wheeled into a hospital shows the covid 19 coverup ,1,"['photo', 'mannequin', 'wheeled', 'hospital', 'shows', 'covid', '19', 'coverup']","['photo', 'mannequin', 'wheel', 'hospit', 'show', 'covid', '19', 'coverup']",0.0,"{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.3333333333333333, 'disgust': 0.0, 'joy': 0.0}",neutral
hospital is caught using a dummy in pandemic footage ,1,"['hospital', 'caught', 'using', 'dummy', 'pandemic', 'footage']","['hospit', 'caught', 'use', 'dummi', 'pandem', 'footag']",0.0,"{'fear': 0.2857142857142857, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.2857142857142857, 'sadness': 0.2857142857142857, 'disgust': 0.0, 'joy': 0.0}",neutral
